Data da Venda,ID da Venda,ID do Cliente,Nome do Cliente,Produto,ID do Produto,Categoria,Preço Unitário,Quantidade,Valor Total,Meio de Pagamento,Vendedor,Região,Status da Venda
10/02/2024,0521,748,Luiz Miguel Duarte,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Pix,Luiza Caldeira,Centro-Oeste,Cancelada
25/02/2024,0522,599,Sra. Ana Laura Barbosa,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Cartão,Luiz Henrique Oliveira,Norte,Pendente
29/09/2024,0523,569,Dr. Vinicius Cardoso,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Transferência,Ana Luiza Santos,Nordeste,Cancelada
21/02/2024,0524,944,Julia Cardoso,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Pix,Maria Fernanda Caldeira,Centro-Oeste,Cancelada
17/06/2024,0525,445,Ana Duarte,Mouse Wireless,2003,Acessórios,150.0,5,750.0,Transferência,Francisco Lopes,Centro-Oeste,Pendente
07/11/2024,0526,880,Pietra Martins,Smartphone XYZ,2001,Eletrônicos,1200.0,1,1200.0,Cartão,Dr. Gabriel Dias,Sudeste,Concluída
30/01/2024,0527,227,Daniel Cavalcanti,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Transferência,Calebe da Cunha,Norte,Cancelada
23/06/2024,0528,307,Gabrielly Oliveira,Mouse Wireless,2003,Acessórios,150.0,3,450.0,Dinheiro,Luiz Otávio Moraes,Centro-Oeste,Concluída
26/10/2024,0529,770,Levi Lima,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Cartão,Emanuella Costa,Centro-Oeste,Pendente
05/02/2024,0530,764,Rodrigo Jesus,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Transferência,Dra. Maria Barbosa,Centro-Oeste,Pendente
24/03/2024,0531,816,Sr. Bryan Farias,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Cartão,Dr. Luiz Gustavo Barros,Norte,Concluída
19/09/2024,0532,318,Francisco da Luz,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Dinheiro,João Porto,Sul,Concluída
03/08/2024,0533,631,Dra. Elisa Castro,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Cartão,Ana Lívia Cunha,Centro-Oeste,Concluída
17/02/2024,0534,980,Benício das Neves,Monitor HD,2007,Eletrônicos,1000.0,2,2000.0,Transferência,Eduardo Nunes,Norte,Concluída
24/05/2024,0535,492,Marina Cardoso,Laptop ABC,2002,Eletrônicos,3500.0,1,3500.0,Cartão,Maria Sophia Ferreira,Centro-Oeste,Cancelada
11/11/2024,0536,406,Anthony Campos,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Dinheiro,Pedro Pires,Nordeste,Concluída
10/11/2024,0537,643,Bryan Melo,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Dinheiro,Augusto Rezende,Sudeste,Cancelada
20/01/2024,0538,839,Murilo Pinto,Smartwatch DEF,2004,Eletrônicos,800.0,2,1600.0,Transferência,Sra. Luna Araújo,Sul,Pendente
28/05/2024,0539,553,Lara da Luz,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Cartão,Sr. Diego Freitas,Nordeste,Concluída
18/04/2024,0540,703,Brenda Azevedo,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Transferência,Mariane Farias,Centro-Oeste,Concluída
08/09/2024,0541,353,Luiz Felipe Oliveira,Teclado RGB,2005,Acessórios,300.0,1,300.0,Dinheiro,Luana Caldeira,Sul,Pendente
04/02/2024,0542,714,João Pedro Cunha,Teclado RGB,2005,Acessórios,300.0,1,300.0,Pix,Catarina Souza,Nordeste,Pendente
06/04/2024,0543,721,Yasmin Viana,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Pix,João Miguel Moraes,Norte,Concluída
05/07/2024,0544,606,Valentina Rodrigues,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Dinheiro,Dr. João Pedro Fogaça,Sudeste,Pendente
10/03/2024,0545,708,Ian das Neves,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Cartão,Yago Freitas,Centro-Oeste,Cancelada
23/01/2024,0546,235,Marcela Moraes,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Transferência,Daniela da Cruz,Centro-Oeste,Pendente
08/02/2024,0547,799,Rafael Duarte,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Cartão,Luiz Otávio Caldeira,Norte,Pendente
23/10/2024,0548,169,Murilo Nogueira,Smartphone XYZ,2001,Eletrônicos,1200.0,3,3600.0,Dinheiro,Sr. Davi Duarte,Norte,Concluída
18/08/2024,0549,908,Dr. Nicolas Araújo,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Pix,Dra. Isabella da Conceição,Sul,Cancelada
06/08/2024,0550,533,Luiz Felipe Viana,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Dinheiro,Davi Rodrigues,Centro-Oeste,Concluída
15/01/2024,0551,417,Benício Dias,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Dinheiro,Clarice Aragão,Nordeste,Pendente
23/07/2024,0552,434,Agatha Melo,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Cartão,Catarina Costela,Centro-Oeste,Pendente
12/05/2024,0553,547,Srta. Yasmin Martins,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Dinheiro,Anthony da Conceição,Norte,Cancelada
15/08/2024,0554,218,Srta. Stephany Correia,Impressora Laser,2008,Eletrônicos,2000.0,5,10000.0,Cartão,Isabelly Cardoso,Centro-Oeste,Pendente
25/05/2024,0555,859,Dra. Julia Castro,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Cartão,Dr. Igor Cunha,Nordeste,Pendente
02/03/2024,0556,111,Sra. Vitória Rodrigues,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Pix,Gabrielly da Luz,Sul,Pendente
01/10/2024,0557,901,Olivia Moraes,Teclado RGB,2005,Acessórios,300.0,2,600.0,Pix,Raul da Luz,Nordeste,Pendente
26/05/2024,0558,899,Thomas Gonçalves,Teclado RGB,2005,Acessórios,300.0,1,300.0,Cartão,Davi Almeida,Centro-Oeste,Cancelada
29/09/2024,0559,378,Julia Azevedo,Laptop ABC,2002,Eletrônicos,3500.0,3,10500.0,Cartão,Otávio Lopes,Sudeste,Cancelada
10/11/2024,0560,623,Clarice Cavalcanti,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Transferência,Bianca Melo,Sul,Concluída
16/10/2024,0561,476,Erick Monteiro,Mouse Wireless,2003,Acessórios,150.0,3,450.0,Cartão,Sr. Pedro Miguel Carvalho,Sul,Pendente
15/11/2024,0562,840,Dra. Maysa Melo,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Cartão,Alana Ferreira,Norte,Concluída
22/03/2024,0563,350,Ryan Campos,Smartphone XYZ,2001,Eletrônicos,1200.0,4,4800.0,Pix,Dr. Yuri Cavalcanti,Sudeste,Concluída
06/10/2024,0564,283,Benjamin Nogueira,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Transferência,Sabrina Peixoto,Nordeste,Cancelada
05/03/2024,0565,354,Luna Nascimento,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Pix,Dr. Caio Rocha,Norte,Pendente
02/11/2024,0566,481,Milena das Neves,Laptop ABC,2002,Eletrônicos,3500.0,5,17500.0,Cartão,Levi Cardoso,Nordeste,Concluída
06/11/2024,0567,923,Gustavo Aragão,Smartphone XYZ,2001,Eletrônicos,1200.0,4,4800.0,Cartão,Dr. Calebe Cardoso,Sudeste,Cancelada
12/05/2024,0568,892,João Miguel da Cruz,Teclado RGB,2005,Acessórios,300.0,3,900.0,Cartão,Srta. Maria Clara Carvalho,Sul,Cancelada
11/05/2024,0569,108,Mariana Rocha,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Pix,Srta. Larissa da Cunha,Sul,Cancelada
23/08/2024,0570,857,Bruna Barros,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Pix,Isaac da Rocha,Sul,Cancelada
14/03/2024,0571,891,Pietra Vieira,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Dinheiro,Dra. Maria Cecília Ferreira,Nordeste,Concluída
13/09/2024,0572,519,Heitor Duarte,Smartphone XYZ,2001,Eletrônicos,1200.0,2,2400.0,Pix,Benjamin Novaes,Norte,Cancelada
10/08/2024,0573,101,Luiza da Costa,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Cartão,João Guilherme Almeida,Nordeste,Pendente
15/06/2024,0574,343,Gustavo Rocha,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Cartão,Caio Araújo,Nordeste,Pendente
21/03/2024,0575,386,Pedro Miguel Gonçalves,Laptop ABC,2002,Eletrônicos,3500.0,1,3500.0,Dinheiro,Lucas Correia,Sul,Cancelada
29/04/2024,0576,817,Lorena Rodrigues,Fone Bluetooth,2006,Acessórios,250.0,4,1000.0,Cartão,Emanuella Carvalho,Sul,Concluída
06/09/2024,0577,617,Joana da Mata,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Cartão,Dr. João Lucas da Mata,Sul,Pendente
22/06/2024,0578,163,Francisco Pires,Monitor HD,2007,Eletrônicos,1000.0,2,2000.0,Dinheiro,Emanuella das Neves,Centro-Oeste,Cancelada
21/11/2024,0579,971,Miguel Caldeira,Fone Bluetooth,2006,Acessórios,250.0,4,1000.0,Pix,Vitor Gabriel Castro,Centro-Oeste,Cancelada
03/02/2024,0580,378,Isabel Viana,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Dinheiro,Sophia Dias,Nordeste,Pendente
02/08/2024,0581,211,João Pedro Silveira,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Dinheiro,Maria Alice Ribeiro,Sudeste,Cancelada
10/08/2024,0582,421,Lucas Jesus,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Pix,João Vitor Azevedo,Nordeste,Cancelada
13/07/2024,0583,415,Manuela da Conceição,Impressora Laser,2008,Eletrônicos,2000.0,3,6000.0,Cartão,Vitor Gabriel Porto,Norte,Concluída
08/03/2024,0584,926,Enrico da Mota,Teclado RGB,2005,Acessórios,300.0,5,1500.0,Cartão,Augusto Pereira,Nordeste,Cancelada
31/01/2024,0585,251,Larissa da Paz,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Pix,Bianca Ferreira,Sudeste,Pendente
04/05/2024,0586,150,Srta. Ana Laura Nogueira,Teclado RGB,2005,Acessórios,300.0,3,900.0,Dinheiro,Julia Vieira,Norte,Cancelada
06/05/2024,0587,975,Luiz Henrique Ramos,Impressora Laser,2008,Eletrônicos,2000.0,5,10000.0,Dinheiro,Yuri Silveira,Norte,Cancelada
30/10/2024,0588,204,Ana Sophia Peixoto,Mouse Wireless,2003,Acessórios,150.0,1,150.0,Cartão,Danilo Castro,Norte,Concluída
11/02/2024,0589,233,Stephany Castro,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Pix,Luiz Otávio Monteiro,Norte,Pendente
08/06/2024,0590,700,João Pedro Rodrigues,Teclado RGB,2005,Acessórios,300.0,1,300.0,Cartão,Maria Ribeiro,Norte,Concluída
15/01/2024,0591,761,Guilherme Nunes,Impressora Laser,2008,Eletrônicos,2000.0,2,4000.0,Cartão,Pedro Henrique Nunes,Centro-Oeste,Concluída
16/01/2024,0592,143,Helena Duarte,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Dinheiro,Vinicius Ribeiro,Sul,Cancelada
14/04/2024,0593,941,Sr. Joaquim Jesus,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Cartão,Guilherme Rodrigues,Sudeste,Pendente
27/09/2024,0594,536,Ana Luiza Dias,Mouse Wireless,2003,Acessórios,150.0,3,450.0,Dinheiro,Heitor Pires,Nordeste,Cancelada
27/10/2024,0595,386,Dr. Thomas Peixoto,Impressora Laser,2008,Eletrônicos,2000.0,2,4000.0,Cartão,Melissa Carvalho,Sul,Pendente
13/03/2024,0596,731,Clara Oliveira,Smartwatch DEF,2004,Eletrônicos,800.0,3,2400.0,Transferência,Sra. Sophie Silveira,Sudeste,Pendente
25/05/2024,0597,590,Luiz Gustavo da Cruz,Smartphone XYZ,2001,Eletrônicos,1200.0,1,1200.0,Pix,Henrique Santos,Sudeste,Concluída
05/06/2024,0598,529,Yago Souza,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Dinheiro,Alice da Luz,Sul,Concluída
15/03/2024,0599,491,Benício Farias,Fone Bluetooth,2006,Acessórios,250.0,4,1000.0,Transferência,Lorenzo Barros,Centro-Oeste,Pendente
19/05/2024,0600,614,Srta. Emilly Moura,Fone Bluetooth,2006,Acessórios,250.0,4,1000.0,Pix,Lívia Novaes,Nordeste,Concluída
03/09/2024,0601,426,Rodrigo Araújo,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Pix,João Lucas Rodrigues,Norte,Cancelada
18/08/2024,0602,642,Camila Ribeiro,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Dinheiro,Maria Clara Monteiro,Nordeste,Concluída
13/05/2024,0603,353,Francisco Carvalho,Smartwatch DEF,2004,Eletrônicos,800.0,3,2400.0,Cartão,Antônio Nogueira,Nordeste,Pendente
20/01/2024,0604,966,Murilo da Rosa,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Dinheiro,Pedro das Neves,Nordeste,Concluída
20/09/2024,0605,706,Gabriel Oliveira,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Cartão,Alexia Alves,Centro-Oeste,Pendente
03/07/2024,0606,677,Pedro da Luz,Mouse Wireless,2003,Acessórios,150.0,5,750.0,Dinheiro,Yasmin Alves,Sudeste,Pendente
27/03/2024,0607,416,Otávio Lima,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Cartão,Dra. Melissa Freitas,Norte,Concluída
13/06/2024,0608,338,Isabel Ramos,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Transferência,Enrico Rezende,Norte,Cancelada
27/04/2024,0609,728,Manuela Novaes,Smartwatch DEF,2004,Eletrônicos,800.0,2,1600.0,Pix,Ana Lívia Almeida,Nordeste,Cancelada
17/07/2024,0610,160,Isadora Gomes,Smartphone XYZ,2001,Eletrônicos,1200.0,2,2400.0,Dinheiro,Rodrigo Cavalcanti,Norte,Pendente
06/07/2024,0611,981,Joaquim Freitas,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Pix,Giovanna Freitas,Sudeste,Pendente
11/04/2024,0612,203,Raquel Jesus,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Pix,Davi Lucas Silveira,Nordeste,Concluída
24/10/2024,0613,849,Benício Nunes,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Pix,Gabrielly Cunha,Nordeste,Pendente
07/10/2024,0614,675,Pietro Sales,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Dinheiro,Francisco Peixoto,Sudeste,Cancelada
06/06/2024,0615,851,Sarah Azevedo,Teclado RGB,2005,Acessórios,300.0,2,600.0,Dinheiro,Rafaela da Mota,Norte,Pendente
13/05/2024,0616,686,Dra. Clarice Teixeira,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Cartão,Valentina Ribeiro,Nordeste,Pendente
17/09/2024,0617,425,Dr. Davi Luiz da Mata,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Cartão,Caio Ribeiro,Sudeste,Concluída
19/02/2024,0618,439,Sra. Rebeca da Mata,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Pix,Helena Carvalho,Centro-Oeste,Concluída
27/03/2024,0619,751,Sr. Vinicius Lima,Laptop ABC,2002,Eletrônicos,3500.0,3,10500.0,Transferência,Valentina Melo,Norte,Cancelada
24/05/2024,0620,314,Nathan Gonçalves,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Pix,Ana Vitória Ribeiro,Centro-Oeste,Concluída
21/01/2024,0621,837,Maria Luiza Cardoso,Smartphone XYZ,2001,Eletrônicos,1200.0,1,1200.0,Transferência,Caroline Santos,Sudeste,Pendente
16/02/2024,0622,529,Isis Souza,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Transferência,Juan Barros,Sudeste,Cancelada
28/02/2024,0623,659,Eduardo Mendes,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Transferência,Maria Fernanda Ramos,Sul,Pendente
25/02/2024,0624,876,Sr. Yago Cardoso,Smartwatch DEF,2004,Eletrônicos,800.0,2,1600.0,Transferência,Helena da Luz,Norte,Concluída
01/05/2024,0625,401,Ana Carolina Almeida,Smartphone XYZ,2001,Eletrônicos,1200.0,3,3600.0,Pix,Emilly da Rocha,Norte,Concluída
22/10/2024,0626,450,Murilo da Cruz,Mouse Wireless,2003,Acessórios,150.0,4,600.0,Dinheiro,Valentina Carvalho,Norte,Pendente
20/02/2024,0627,195,Larissa Pereira,Fone Bluetooth,2006,Acessórios,250.0,5,1250.0,Transferência,Lara Rocha,Norte,Cancelada
28/05/2024,0628,769,Arthur Teixeira,Mouse Wireless,2003,Acessórios,150.0,5,750.0,Transferência,Thomas Moura,Nordeste,Concluída
06/01/2024,0629,203,Sr. Anthony Almeida,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Dinheiro,Sabrina Farias,Sudeste,Pendente
28/03/2024,0630,667,Sra. Gabriela Costela,Teclado RGB,2005,Acessórios,300.0,3,900.0,Pix,João Pedro Santos,Nordeste,Concluída
16/08/2024,0631,150,Davi Luiz Campos,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Transferência,Heitor Gonçalves,Nordeste,Concluída
26/06/2024,0632,469,Dra. Maria Vitória Souza,Smartphone XYZ,2001,Eletrônicos,1200.0,4,4800.0,Cartão,Dr. Rodrigo Cunha,Centro-Oeste,Pendente
13/05/2024,0633,740,Isabella da Mota,Impressora Laser,2008,Eletrônicos,2000.0,2,4000.0,Cartão,João Aragão,Norte,Concluída
29/03/2024,0634,274,Thomas Costela,Teclado RGB,2005,Acessórios,300.0,1,300.0,Transferência,Thomas Aragão,Norte,Cancelada
17/08/2024,0635,903,Bárbara Costa,Monitor HD,2007,Eletrônicos,1000.0,4,4000.0,Transferência,Sr. João Miguel Fernandes,Centro-Oeste,Concluída
26/10/2024,0636,757,Mariane Barros,Monitor HD,2007,Eletrônicos,1000.0,2,2000.0,Pix,Ana Beatriz Cavalcanti,Sudeste,Cancelada
10/09/2024,0637,291,Benjamin Correia,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Pix,Laura Nascimento,Sudeste,Cancelada
17/02/2024,0638,369,Eloah Ribeiro,Smartwatch DEF,2004,Eletrônicos,800.0,3,2400.0,Cartão,Srta. Cecília Alves,Nordeste,Pendente
26/04/2024,0639,783,Mirella Castro,Laptop ABC,2002,Eletrônicos,3500.0,1,3500.0,Pix,Manuela Fogaça,Sul,Cancelada
29/08/2024,0640,874,Pietra Cunha,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Cartão,Ana Lívia Silva,Sudeste,Pendente
06/10/2024,0641,528,Ana Vitória Gomes,Impressora Laser,2008,Eletrônicos,2000.0,5,10000.0,Dinheiro,Yuri Cavalcanti,Sudeste,Cancelada
12/07/2024,0642,180,Otávio da Paz,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Dinheiro,Luiz Henrique da Paz,Norte,Cancelada
19/05/2024,0643,277,Sra. Evelyn da Cruz,Mouse Wireless,2003,Acessórios,150.0,2,300.0,Dinheiro,Marcos Vinicius Sales,Nordeste,Concluída
21/03/2024,0644,533,Sra. Helena Duarte,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Dinheiro,André Carvalho,Nordeste,Pendente
12/02/2024,0645,364,Natália Sales,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Cartão,Bryan Silva,Sudeste,Pendente
30/01/2024,0646,506,Dra. Ana Luiza Fernandes,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Transferência,Daniela Ramos,Norte,Pendente
24/04/2024,0647,738,Lucas Gabriel Barros,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Transferência,Davi Barbosa,Nordeste,Concluída
22/04/2024,0648,680,Dr. Kevin Correia,Laptop ABC,2002,Eletrônicos,3500.0,1,3500.0,Cartão,Vitor Hugo Barbosa,Centro-Oeste,Pendente
04/01/2024,0649,452,Rafael da Cunha,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Transferência,Dr. Leonardo Fogaça,Sudeste,Pendente
11/10/2024,0650,723,João Lucas Mendes,Impressora Laser,2008,Eletrônicos,2000.0,1,2000.0,Dinheiro,Carlos Eduardo Nunes,Centro-Oeste,Cancelada
04/06/2024,0651,247,Emanuelly Nogueira,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Transferência,Sra. Yasmin Peixoto,Centro-Oeste,Pendente
08/09/2024,0652,343,Carlos Eduardo Costela,Smartphone XYZ,2001,Eletrônicos,1200.0,4,4800.0,Pix,Dra. Ana Carolina da Cruz,Centro-Oeste,Concluída
10/02/2024,0653,445,Maria Sophia Rocha,Teclado RGB,2005,Acessórios,300.0,3,900.0,Pix,Nicole Pires,Sudeste,Pendente
11/03/2024,0654,801,Isis Moraes,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Dinheiro,Alice Costela,Centro-Oeste,Pendente
06/07/2024,0655,553,Ana Sophia Oliveira,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Transferência,Amanda Campos,Sul,Pendente
11/04/2024,0656,191,Gabrielly Alves,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Dinheiro,Dra. Marcela das Neves,Sudeste,Pendente
17/09/2024,0657,596,Sr. Leandro Farias,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Dinheiro,Isabel Nogueira,Norte,Cancelada
27/02/2024,0658,826,Mariana Barros,Monitor HD,2007,Eletrônicos,1000.0,2,2000.0,Cartão,Pedro da Cruz,Nordeste,Concluída
15/07/2024,0659,996,Luna da Cunha,Smartwatch DEF,2004,Eletrônicos,800.0,1,800.0,Dinheiro,Vitor Gabriel Rodrigues,Norte,Cancelada
04/05/2024,0660,151,Isaac Freitas,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Pix,Luiz Fernando das Neves,Centro-Oeste,Cancelada
01/08/2024,0661,617,Isis Nunes,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Cartão,Bruno Ramos,Nordeste,Cancelada
21/06/2024,0662,600,Lavínia Carvalho,Impressora Laser,2008,Eletrônicos,2000.0,2,4000.0,Transferência,Lavínia Lopes,Sul,Pendente
16/02/2024,0663,458,Sofia Aragão,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Pix,João Oliveira,Norte,Cancelada
14/01/2024,0664,128,Maria Clara Almeida,Monitor HD,2007,Eletrônicos,1000.0,1,1000.0,Dinheiro,Otávio Jesus,Sul,Concluída
16/07/2024,0665,977,Cecília Ramos,Smartwatch DEF,2004,Eletrônicos,800.0,2,1600.0,Dinheiro,Dr. Benjamin das Neves,Centro-Oeste,Pendente
23/11/2024,0666,519,Helena Ribeiro,Smartphone XYZ,2001,Eletrônicos,1200.0,1,1200.0,Transferência,Dra. Isabelly Porto,Nordeste,Pendente
14/02/2024,0667,277,Vitor Hugo das Neves,Smartphone XYZ,2001,Eletrônicos,1200.0,2,2400.0,Pix,Joaquim Moraes,Sul,Cancelada
18/11/2024,0668,829,Yasmin Gonçalves,Teclado RGB,2005,Acessórios,300.0,4,1200.0,Transferência,Manuela Moura,Centro-Oeste,Cancelada
29/09/2024,0669,358,Augusto da Cunha,Smartwatch DEF,2004,Eletrônicos,800.0,4,3200.0,Pix,Beatriz Oliveira,Sul,Pendente
11/02/2024,0670,506,Paulo da Paz,Laptop ABC,2002,Eletrônicos,3500.0,1,3500.0,Pix,Cauã Novaes,Sul,Pendente
24/03/2024,0671,708,Valentina da Mota,Teclado RGB,2005,Acessórios,300.0,3,900.0,Cartão,Sra. Ana Lívia Peixoto,Sudeste,Concluída
19/01/2024,0672,444,Nicole Costa,Teclado RGB,2005,Acessórios,300.0,3,900.0,Pix,Laís Santos,Centro-Oeste,Pendente
22/02/2024,0673,828,Agatha Souza,Teclado RGB,2005,Acessórios,300.0,2,600.0,Dinheiro,Srta. Maria Clara Pinto,Sul,Concluída
21/11/2024,0674,158,Luana Silva,Monitor HD,2007,Eletrônicos,1000.0,3,3000.0,Dinheiro,Ryan da Luz,Norte,Pendente
10/10/2024,0675,609,Calebe Nogueira,Teclado RGB,2005,Acessórios,300.0,3,900.0,Transferência,Maria Vitória Martins,Sudeste,Cancelada
14/07/2024,0676,854,Kamilly Farias,Smartphone XYZ,2001,Eletrônicos,1200.0,5,6000.0,Dinheiro,João Vitor Mendes,Centro-Oeste,Pendente
24/04/2024,0677,830,Beatriz Cunha,Smartwatch DEF,2004,Eletrônicos,800.0,5,4000.0,Transferência,Maria Silva,Centro-Oeste,Pendente
26/04/2024,0678,407,Dra. Gabrielly Vieira,Mouse Wireless,2003,Acessórios,150.0,5,750.0,Dinheiro,Clara da Paz,Centro-Oeste,Concluída
22/03/2024,0679,582,Raquel Gonçalves,Mouse Wireless,2003,Acessórios,150.0,3,450.0,Dinheiro,Isabel Costela,Centro-Oeste,Pendente
02/10/2024,0680,191,Camila Santos,Smartwatch DEF,2004,Eletrônicos,800.0,3,2400.0,Dinheiro,Olivia Martins,Centro-Oeste,Cancelada
02/10/2024,0681,907,Vitor Hugo Moraes,Fone Bluetooth,2006,Acessórios,250.0,3,750.0,Pix,Luana Peixoto,Sul,Cancelada
18/09/2024,0682,574,Dra. Esther Pereira,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Cartão,Luiz Henrique Cavalcanti,Sul,Pendente
10/01/2024,0683,735,Bianca Barros,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Dinheiro,Ana Carolina da Paz,Sul,Concluída
13/04/2024,0684,988,Gustavo Henrique Fernandes,Monitor HD,2007,Eletrônicos,1000.0,5,5000.0,Pix,Benício Gonçalves,Sudeste,Concluída
20/03/2024,0685,991,Alícia Moraes,Mouse Wireless,2003,Acessórios,150.0,2,300.0,Dinheiro,Ana Lívia das Neves,Centro-Oeste,Cancelada
15/10/2024,0686,683,Maria Eduarda Nogueira,Impressora Laser,2008,Eletrônicos,2000.0,2,4000.0,Pix,Luiz Gustavo Gomes,Nordeste,Concluída
26/09/2024,0687,599,Ana Beatriz Nascimento,Fone Bluetooth,2006,Acessórios,250.0,2,500.0,Pix,Kamilly Lopes,Norte,Concluída
02/08/2024,0688,562,André Fernandes,Teclado RGB,2005,Acessórios,300.0,2,600.0,Dinheiro,Pedro Henrique Pires,Sul,Concluída
18/11/2024,0689,601,Pedro Miguel Moura,Laptop ABC,2002,Eletrônicos,3500.0,2,7000.0,Transferência,Maria Cecília da Paz,Sudeste,Cancelada
28/10/2024,0690,539,Srta. Evelyn Porto,Impressora Laser,2008,Eletrônicos,2000.0,4,8000.0,Cartão,Rodrigo Cardoso,Norte,Pendente
13/03/2024,0691,304,Vicente Silva,Fone Bluetooth,2006,Acessórios,250.0,1,250.0,Pix,João Miguel Barbosa,Sul,Concluída
15/06/2024,0692,118,Matheus Ferreira,Smartphone XYZ,2001,Eletrônicos,1200.0,2,2400.0,Dinheiro,Davi Lucca Fernandes,Centro-Oeste,Cancelada
03/01/2024,0693,232,Dr. Thales da Costa,Laptop ABC,2002,Eletrônicos,3500.0,4,14000.0,Pix,Davi Lucas Martins,Nordeste,Concluída
19/08/2024,0694,943,Yago Jesus,Smartphone XYZ,2001,Eletrônicos,1200.0,3,3600.0,Pix,Vitória Vieira,Sudeste,Pendente
